,mov_id,언어_제공자_ID,취득연도,방향,타입,dir,file,Label,coord,sign_ord,frame
6047,6048,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006048.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006048.npy,6,62
6058,6059,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006059.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006059.npy,7,101
6064,6065,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006065.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006065.npy,15,66
6070,6071,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006071.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006071.npy,8,81
6099,6100,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006100.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006100.npy,9,93
6100,6101,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006101.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006101.npy,10,94
6136,6137,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006137.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006137.npy,12,77
6138,6139,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006139.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006139.npy,13,58
6139,6140,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006140.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006140.npy,14,62
6167,6168,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006168.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006168.npy,16,89
6169,6170,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006170.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006170.npy,17,69
6232,6233,8,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006233.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006233.npy,18,98
6415,6416,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006416.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006416.npy,0,96
6417,6418,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006418.avi,부러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006418.npy,11,85
6433,6434,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006434.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006434.npy,1,98
6440,6441,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006441.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006441.npy,2,141
6441,6442,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006442.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006442.npy,3,77
6446,6447,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006447.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006447.npy,4,86
6449,6450,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006450.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006450.npy,5,92
6466,6467,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006467.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006467.npy,6,84
6477,6478,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006478.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006478.npy,7,156
6483,6484,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006484.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006484.npy,15,103
6489,6490,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006490.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006490.npy,8,103
6518,6519,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006519.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006519.npy,9,120
6519,6520,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006520.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006520.npy,10,86
6555,6556,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006556.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006556.npy,12,96
6557,6558,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006558.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006558.npy,13,96
6558,6559,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006559.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006559.npy,14,86
6586,6587,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006587.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006587.npy,16,111
6588,6589,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006589.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006589.npy,17,83
6651,6652,8,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006652.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006652.npy,18,103
6834,6835,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006835.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006835.npy,0,87
6836,6837,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006837.avi,부러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006837.npy,11,68
6851,6852,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006852.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006852.npy,1,87
6858,6859,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006859.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006859.npy,2,78
6859,6860,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006860.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006860.npy,3,76
6864,6865,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006865.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006865.npy,4,83
6867,6868,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006868.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006868.npy,5,83
6884,6885,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006885.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006885.npy,6,73
6894,6895,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006895.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006895.npy,7,104
6900,6901,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006901.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006901.npy,15,153
6906,6907,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006907.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006907.npy,8,84
6935,6936,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006936.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006936.npy,9,93
6936,6937,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006937.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006937.npy,10,101
6972,6973,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006973.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006973.npy,12,148
6974,6975,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006975.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006975.npy,13,188
6975,6976,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000006976.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000006976.npy,14,80
7003,7004,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007004.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007004.npy,16,89
7005,7006,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007006.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007006.npy,17,94
7070,7071,9,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007071.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007071.npy,18,96
7253,7254,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007254.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007254.npy,0,89
7255,7256,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007256.avi,부러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007256.npy,11,69
7270,7271,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007271.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007271.npy,1,84
7277,7278,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007278.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007278.npy,2,74
7278,7279,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007279.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007279.npy,3,72
7283,7284,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007284.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007284.npy,4,78
7286,7287,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007287.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007287.npy,5,91
7303,7304,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007304.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007304.npy,6,70
7313,7314,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007314.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007314.npy,7,106
7319,7320,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007320.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007320.npy,15,147
7325,7326,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007326.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007326.npy,8,93
7354,7355,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007355.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007355.npy,9,94
7355,7356,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007356.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007356.npy,10,104
7391,7392,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007392.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007392.npy,12,83
7393,7394,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007394.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007394.npy,13,146
7394,7395,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007395.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007395.npy,14,80
7422,7423,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007423.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007423.npy,16,86
7424,7425,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007425.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007425.npy,17,91
7489,7490,9,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007490.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007490.npy,18,102
7672,7673,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007673.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007673.npy,0,70
7687,7688,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007688.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007688.npy,1,76
7694,7695,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007695.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007695.npy,2,65
7695,7696,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007696.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007696.npy,3,60
7700,7701,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007701.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007701.npy,4,65
7703,7704,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007704.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007704.npy,5,75
7721,7722,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007722.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007722.npy,6,65
7731,7732,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007732.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007732.npy,7,119
7742,7743,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007743.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007743.npy,8,79
7768,7769,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007769.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007769.npy,9,100
7769,7770,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007770.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007770.npy,10,86
7773,7774,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007774.avi,부러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007774.npy,11,81
7808,7809,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007809.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007809.npy,12,81
7810,7811,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007811.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007811.npy,13,102
7811,7812,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007812.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007812.npy,14,56
7812,7813,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007813.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007813.npy,15,64
7841,7842,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007842.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007842.npy,16,78
7843,7844,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007844.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007844.npy,17,71
7908,7909,10,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000007909.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000007909.npy,18,79
8091,8092,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008092.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008092.npy,0,67
8106,8107,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008107.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008107.npy,1,74
8113,8114,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008114.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008114.npy,2,78
8114,8115,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008115.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008115.npy,3,61
8119,8120,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008120.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008120.npy,4,55
8122,8123,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008123.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008123.npy,5,80
8140,8141,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008141.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008141.npy,6,72
8150,8151,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008151.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008151.npy,7,118
8161,8162,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008162.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008162.npy,8,79
8187,8188,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008188.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008188.npy,9,96
8188,8189,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008189.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008189.npy,10,85
8192,8193,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008193.avi,부러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008193.npy,11,75
8227,8228,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008228.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008228.npy,12,87
8229,8230,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008230.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008230.npy,13,69
8230,8231,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008231.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008231.npy,14,65
8231,8232,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008232.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008232.npy,15,65
8260,8261,10,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/6001_8380,KETI_SL_0000008261.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000008261.npy,16,76
